# تنسيق سجل الوصول
192.168.1.100 - admin [15/Jan/2024:08:30:15 +0300] "GET /admin/dashboard HTTP/1.1" 200 15432 "https://admin.hostingsystem.com/" "Mozilla/5.0" 0.045
203.0.113.5 - client45 [15/Jan/2024:09:15:45 +0300] "POST /api/login HTTP/1.1" 401 125 "https://app.hostingsystem.com/login" "Mozilla/5.0" 0.012
192.168.1.150 - support3 [15/Jan/2024:10:20:33 +0300] "GET /api/tickets/789 HTTP/1.1" 200 8765 "https://support.hostingsystem.com/" "Mozilla/5.0" 0.023
185.220.101.5 - - [15/Jan/2024:14:30:55 +0300] "POST /api/login HTTP/1.1" 429 89 "-" "python-requests/2.28.2" 0.008
192.168.1.100 - admin [15/Jan/2024:15:45:22 +0300] "PUT /api/security/policy HTTP/1.1" 204 0 "https://admin.hostingsystem.com/security" "Mozilla/5.0" 0.078

# Schema: IP - User [Timestamp] "Request" Status Size "Referer" "UserAgent" ResponseTime{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:29:47"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/users-management.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:36:16"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/users-management.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:36:18"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/users-management.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:38:47"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:38:49"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/audit-logs.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:38:53"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/security-settings.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:38:54"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:07"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/reports.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:09"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/settings.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:11"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/activity.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:17"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/projects.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:19"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/projects.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:50"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/audit-logs.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:51"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/security-settings.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:55"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:39:57"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:40:28"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:40:59"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:41:30"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:42:01"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:42:32"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/reports.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:42:55"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/settings.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:42:58"}
{"user_id":12,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/?page=incident-managementadmin-panel\/","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:47:07"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/dashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:48:21"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/users-management.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:48:24"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:48:31"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:53:31"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 00:58:32"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:00:53"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:01:03"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:01:36"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:01:36"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:02:18"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:02:18"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:03:33"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:03:46"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:03:46"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:23"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:23"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:24"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:24"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:25"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:25"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:25"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:25"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:08:34"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:13"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:13"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:14"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:14"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:14"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:14"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:15"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:10:15"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:35"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:52"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:52"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:53"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/ExecutiveDashboard.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:53"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:59"}
{"user_id":1,"page":"\/Hosting-Security\/pages\/admin\/ManagerHostingSecurity\/admin-panel\/pages\/roles-permissions.php","ip":"::1","user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/145.0.0.0 Safari\/537.36","method":"GET","timestamp":"2026-03-01 01:13:59"}
